tokyo-miss2014,5,96,23
keio-miss2014,6,99,25
aoyama-miss2014,6,98,27
saitama-miss2014,5,97,23
sohia-miss2014,5,97,21
sophia-miss2014,6,98,24
sfc-miss2014,5,83,21
